City_ID,City,Lat,Lng,Max Temp,Weather Description,Humidity,Cloudiness,Wind Speed,Country,Date
227,Chicama,-7.8447,-79.1469,64.38,overcast clouds,81,100,6.29,PE,2021-11-05 04:26:44
228,Casablanca,33.5928,-7.6192,51.82,clear sky,60,6,7.9,MA,2021-11-05 04:26:44
229,Kerouane,9.2667,-9.0167,70.93,clear sky,82,3,3.44,GN,2021-11-05 04:26:44
230,Saint George,37.1041,-113.5841,67.35,clear sky,40,1,3.44,US,2021-11-05 04:26:45
231,Changli,39.7042,119.1506,65.52,clear sky,49,0,4.88,CN,2021-11-05 04:26:45
232,Yugo-Kamskiy,57.7053,55.5894,33.82,overcast clouds,72,100,13.85,RU,2021-11-05 04:26:46
233,Kirovsk,48.6375,38.6428,48.67,overcast clouds,92,90,6.67,UA,2021-11-05 04:26:46
234,Davidson,36.1501,-86.7833,41.43,clear sky,76,1,4.0,US,2021-11-05 04:25:02
235,Honiara,-9.4333,159.95,85.69,light rain,63,51,5.57,SB,2021-11-05 04:26:47
236,Santa Fe,-31.6333,-60.7,65.01,moderate rain,92,100,8.99,AR,2021-11-05 04:26:47
237,Wodzislaw Slaski,50.0038,18.4721,42.96,scattered clouds,83,39,13.15,PL,2021-11-05 04:26:48
238,Ketchikan,55.3422,-131.6461,48.67,moderate rain,87,90,11.5,US,2021-11-05 04:26:48
239,La Paz,-16.5,-68.15,48.18,broken clouds,61,75,10.36,BO,2021-11-05 04:26:48
240,Mogadishu,2.0371,45.3438,79.95,scattered clouds,78,35,12.97,SO,2021-11-05 04:26:49
241,Bubaque,11.2833,-15.8333,82.56,scattered clouds,74,35,7.36,GW,2021-11-05 04:26:49
242,Wawa,9.9022,4.4192,78.33,broken clouds,62,56,3.29,NG,2021-11-05 04:26:50
243,Iqaluit,63.7506,-68.5145,13.73,few clouds,66,20,5.99,CA,2021-11-05 04:26:50
244,Alofi,-19.0595,-169.9187,80.49,broken clouds,69,74,13.8,NU,2021-11-05 04:24:48
245,Baloda Bazar,21.6667,82.1667,75.7,scattered clouds,50,27,6.6,IN,2021-11-05 04:26:51
246,Srednekolymsk,67.45,153.6833,-5.78,broken clouds,92,67,2.98,RU,2021-11-05 04:26:51
247,Aklavik,68.2191,-135.0107,22.03,overcast clouds,97,85,3.67,CA,2021-11-05 04:26:52
248,Nikolskoye,59.7035,30.7861,45.88,moderate rain,93,100,10.45,RU,2021-11-05 04:26:52
249,Korla,41.7597,86.1469,32.29,overcast clouds,19,98,15.17,CN,2021-11-05 04:26:52
250,Vestmannaeyjar,63.4427,-20.2734,44.96,broken clouds,74,54,19.91,IS,2021-11-05 04:26:53
251,Acari,-15.4311,-74.6158,66.02,scattered clouds,81,27,3.27,PE,2021-11-05 04:26:53
252,Ivanteyevka,55.9711,37.9208,48.83,overcast clouds,97,100,10.11,RU,2021-11-05 04:26:54
253,Te Anau,-45.4167,167.7167,67.46,overcast clouds,46,100,2.06,NZ,2021-11-05 04:26:55
254,Berwick,41.0545,-76.2333,35.1,scattered clouds,82,31,2.13,US,2021-11-05 04:26:55
255,San Patricio,28.017,-97.5169,58.86,clear sky,76,2,7.7,US,2021-11-05 04:26:55
256,Cururupu,-1.8283,-44.8683,74.46,scattered clouds,94,35,2.33,BR,2021-11-05 04:26:56
257,Narrabri,-30.3167,149.7833,68.09,overcast clouds,56,90,10.36,AU,2021-11-05 04:26:56
258,Kailua,21.4022,-157.7394,80.58,scattered clouds,79,40,11.5,US,2021-11-05 04:26:57
259,Geraldton,-28.7667,114.6,73.81,clear sky,43,7,18.41,AU,2021-11-05 04:26:57
260,Darnah,32.767,22.6367,74.86,overcast clouds,49,100,10.76,LY,2021-11-05 04:26:58
261,Cabo San Lucas,22.8909,-109.9124,73.71,clear sky,68,1,0.0,MX,2021-11-05 04:25:26
262,Xichang,27.8964,102.2634,64.13,clear sky,56,1,3.18,CN,2021-11-05 04:26:58
263,Krabi,8.0726,98.9105,86.2,broken clouds,74,75,5.75,TH,2021-11-05 04:26:59
264,Lasa,46.6166,10.7002,32.88,scattered clouds,88,34,4.07,IT,2021-11-05 04:26:59
265,Caravelas,-17.7125,-39.2481,73.62,overcast clouds,88,92,3.49,BR,2021-11-05 04:26:59
266,Sterling,39.0062,-77.4286,40.01,mist,86,1,3.44,US,2021-11-05 04:22:27
267,Lebu,-37.6167,-73.65,50.47,clear sky,79,0,23.62,CL,2021-11-05 04:27:00
268,Walvis Bay,-22.9575,14.5053,56.35,few clouds,88,16,3.44,NA,2021-11-05 04:27:00
269,Manaure,11.7751,-72.4445,81.03,few clouds,76,14,10.09,CO,2021-11-05 04:27:01
270,Hendrina,-26.1588,29.7153,61.27,clear sky,77,1,5.93,ZA,2021-11-05 04:28:02
271,Mindelo,16.8901,-24.9804,74.75,scattered clouds,83,34,8.05,CV,2021-11-05 04:28:02
272,Blagoyevo,63.3667,47.9167,37.58,overcast clouds,98,100,7.38,RU,2021-11-05 04:28:03
273,Pinhao,-25.6956,-51.6597,59.23,overcast clouds,96,92,2.46,BR,2021-11-05 04:28:03
274,Portsmouth,50.799,-1.0913,38.91,clear sky,90,9,8.32,GB,2021-11-05 04:28:04
275,Nantucket,41.2835,-70.0995,50.11,overcast clouds,69,90,8.05,US,2021-11-05 04:28:05
276,Borogontsy,62.6683,131.1683,20.86,overcast clouds,89,100,3.89,RU,2021-11-05 04:28:05
277,Koroni,36.8,21.95,67.06,overcast clouds,72,96,5.79,GR,2021-11-05 04:28:05
278,Byron Bay,-28.65,153.6167,71.55,overcast clouds,71,99,8.93,AU,2021-11-05 04:28:06
279,Husavik,66.0449,-17.3389,35.51,broken clouds,92,81,7.16,IS,2021-11-05 04:28:06
280,Mormugao,15.4,73.8,81.66,broken clouds,78,75,5.75,IN,2021-11-05 04:28:07
281,Muswellbrook,-32.2667,150.9,61.66,light rain,92,100,1.25,AU,2021-11-05 04:28:07
282,Port Macquarie,-31.4333,152.9167,69.76,overcast clouds,77,100,13.11,AU,2021-11-05 04:28:08
283,Diu,20.7141,70.9822,81.27,overcast clouds,40,99,13.51,IN,2021-11-05 04:28:08
284,Maceio,-9.6658,-35.7353,78.24,scattered clouds,94,40,3.44,BR,2021-11-05 04:24:21
285,Puerto Leguizamo,-0.1934,-74.7819,72.28,overcast clouds,99,100,2.15,CO,2021-11-05 04:28:09
286,Bolama,11.5833,-15.4667,81.0,scattered clouds,77,47,4.7,GW,2021-11-05 04:28:09
287,Laguna,38.421,-121.4238,60.06,clear sky,87,1,3.44,US,2021-11-05 04:28:10
288,Mazatlan,23.2167,-106.4167,80.02,clear sky,83,1,1.01,MX,2021-11-05 04:28:10
289,Khatanga,71.9667,102.5,27.25,light snow,93,100,20.42,RU,2021-11-05 04:28:11
290,Naze,28.3667,129.4833,72.52,broken clouds,58,64,8.86,JP,2021-11-05 04:28:11
291,San Cristobal,7.7669,-72.225,69.98,scattered clouds,97,33,1.79,VE,2021-11-05 04:28:11
292,Waipawa,-41.4122,175.5153,55.02,overcast clouds,94,100,8.93,NZ,2021-11-05 04:28:12
293,Paraiso,9.8383,-83.8656,65.88,overcast clouds,96,99,1.39,CR,2021-11-05 04:28:12
294,Ostrovnoy,68.0531,39.5131,35.47,overcast clouds,74,100,7.23,RU,2021-11-05 04:28:13
295,Pevek,69.7008,170.3133,-5.94,overcast clouds,92,100,6.49,RU,2021-11-05 04:28:13
296,Saryozek,44.3583,77.9753,16.86,clear sky,51,0,2.15,KZ,2021-11-05 04:28:13
297,Neyshabur,36.2133,58.7958,43.34,clear sky,58,7,3.49,IR,2021-11-05 04:28:14
298,Havre-Saint-Pierre,50.2334,-63.5986,37.4,overcast clouds,86,90,2.3,CA,2021-11-05 04:28:14
299,Nyurba,63.2842,118.3319,2.71,scattered clouds,83,34,11.3,RU,2021-11-05 04:28:15
300,Oussouye,12.485,-16.5469,78.98,broken clouds,81,69,4.7,SN,2021-11-05 04:28:15
301,Mamakan,57.8161,114.0028,6.08,overcast clouds,64,100,13.0,RU,2021-11-05 04:28:16
302,Devonport,-41.1667,146.35,67.78,broken clouds,72,62,9.55,AU,2021-11-05 04:28:16
303,Kununurra,-15.7667,128.7333,96.78,broken clouds,46,61,9.22,AU,2021-11-05 04:28:17
304,Amapa,1.0,-52.0,71.46,scattered clouds,94,47,1.68,BR,2021-11-05 04:28:17
305,Hambantota,6.1241,81.1185,80.94,moderate rain,89,40,4.61,LK,2021-11-05 04:28:17
306,Teguldet,57.3064,88.1667,14.47,overcast clouds,84,100,15.57,RU,2021-11-05 04:28:18
307,Avera,33.194,-82.5271,47.08,overcast clouds,72,100,10.38,US,2021-11-05 04:28:18
308,Tuatapere,-46.1333,167.6833,59.83,overcast clouds,59,100,6.6,NZ,2021-11-05 04:28:19
309,Aktas,49.7789,72.9608,12.74,few clouds,76,22,9.04,KZ,2021-11-05 04:28:19
310,Whitianga,-36.8333,175.7,70.02,broken clouds,84,83,13.87,NZ,2021-11-05 04:28:20
311,Esperance,-33.8667,121.9,67.84,broken clouds,62,80,19.53,AU,2021-11-05 04:28:20
312,Lalmohan,22.3384,90.7419,77.23,scattered clouds,66,32,11.61,BD,2021-11-05 04:28:21
313,Itarema,-2.9248,-39.9167,79.39,few clouds,81,23,8.43,BR,2021-11-05 04:28:21
314,Itaituba,-4.2761,-55.9836,78.96,few clouds,89,20,0.0,BR,2021-11-05 04:28:21
315,Itamaraca,-7.7478,-34.8256,80.65,overcast clouds,80,90,9.62,BR,2021-11-05 04:28:22
316,Eskisehir,39.7767,30.5206,39.11,fog,100,75,0.0,TR,2021-11-05 04:28:23
317,Southbridge,42.0751,-72.0334,39.42,overcast clouds,91,100,2.15,US,2021-11-05 04:28:23
318,Luena,-11.7833,19.9167,61.83,overcast clouds,92,85,2.35,AO,2021-11-05 04:28:23
319,Dikson,73.5069,80.5464,16.3,broken clouds,89,56,17.45,RU,2021-11-05 04:29:30
320,Mae Hong Son,19.3003,97.9685,80.74,few clouds,78,20,3.44,TH,2021-11-05 04:29:31
321,Skegness,53.1436,0.3363,44.58,broken clouds,77,64,11.61,GB,2021-11-05 04:29:31
322,Turgenevo,54.8455,46.3297,41.63,overcast clouds,67,100,10.45,RU,2021-11-05 04:29:32
323,Uttaradit,17.6667,100.5,86.68,few clouds,66,13,2.3,TH,2021-11-05 04:29:32
324,Atbasar,51.8,68.3333,19.33,scattered clouds,65,28,12.84,KZ,2021-11-05 04:29:33
325,Calama,-22.4667,-68.9333,43.29,clear sky,26,0,13.8,CL,2021-11-05 04:29:33
326,Grajau,-5.8194,-46.1386,73.51,broken clouds,93,83,3.44,BR,2021-11-05 04:29:34
327,Talnakh,69.4865,88.3972,7.34,broken clouds,98,58,2.35,RU,2021-11-05 04:29:34
328,Chapais,49.7834,-74.8492,22.78,broken clouds,79,54,5.66,CA,2021-11-05 04:29:34
329,Palauig,15.435,119.9045,86.31,clear sky,61,4,6.69,PH,2021-11-05 04:29:35
330,Banikoara,11.2985,2.4386,76.3,clear sky,42,5,3.36,BJ,2021-11-05 04:29:35
331,Alice Springs,-23.7,133.8833,94.55,scattered clouds,24,40,6.91,AU,2021-11-05 04:25:41
332,Vila Franca Do Campo,37.7167,-25.4333,67.19,overcast clouds,75,100,16.62,PT,2021-11-05 04:29:36
333,Sungai Padi,6.0851,101.8766,88.72,moderate rain,59,99,3.47,TH,2021-11-05 04:29:37
334,Kloulklubed,7.0419,134.2556,88.3,overcast clouds,74,99,9.62,PW,2021-11-05 04:29:37
335,Emerald,-23.5333,148.1667,87.94,broken clouds,33,75,5.75,AU,2021-11-05 04:29:37
336,Alta Floresta,-9.8756,-56.0861,71.4,overcast clouds,97,100,2.26,BR,2021-11-05 04:29:38
337,Great Bend,38.3645,-98.7648,46.89,clear sky,93,1,12.66,US,2021-11-05 04:27:01
338,Chokurdakh,70.6333,147.9167,-10.43,broken clouds,98,74,8.25,RU,2021-11-05 04:29:39
339,Beyneu,45.3167,55.2,32.22,scattered clouds,62,41,12.88,KZ,2021-11-05 04:29:39
340,Shingu,33.7333,135.9833,70.79,clear sky,47,0,4.32,JP,2021-11-05 04:29:39
341,Vanavara,60.34,102.2797,11.12,overcast clouds,81,100,13.85,RU,2021-11-05 04:29:40
342,Rocha,-34.4833,-54.3333,65.39,overcast clouds,92,96,5.46,UY,2021-11-05 04:29:40
343,Sohbatpur,28.5202,68.5434,79.21,clear sky,21,2,3.96,PK,2021-11-05 04:29:41
344,Burla,21.5,83.8667,76.41,clear sky,55,7,5.08,IN,2021-11-05 04:29:41
345,Presidente Epitacio,-21.7633,-52.1156,77.81,clear sky,54,5,3.74,BR,2021-11-05 04:29:42
346,Jackson,42.4165,-122.8345,49.86,clear sky,88,1,3.44,US,2021-11-05 04:29:42
347,Columbus,39.9612,-82.9988,35.8,clear sky,85,1,0.0,US,2021-11-05 04:29:12
348,Ozernovskiy,51.5,156.5167,37.2,overcast clouds,76,99,8.01,RU,2021-11-05 04:29:43
349,Goderich,43.7501,-81.7165,34.92,scattered clouds,93,40,3.44,CA,2021-11-05 04:29:43
350,Tiarei,-17.5333,-149.3333,82.42,light rain,77,16,13.51,PF,2021-11-05 04:29:44
351,Aleysk,52.4926,82.7822,12.76,overcast clouds,82,100,18.37,RU,2021-11-05 04:29:14
352,Arkhangelsk,64.5401,40.5433,44.71,overcast clouds,87,90,6.71,RU,2021-11-05 04:29:44
353,Vitoria Do Mearim,-3.4622,-44.8706,74.48,overcast clouds,93,86,2.71,BR,2021-11-05 04:29:45
354,Canaman,13.648,123.1699,84.92,overcast clouds,70,100,6.33,PH,2021-11-05 04:29:45
355,Jumla,29.2747,82.1838,56.8,clear sky,25,0,2.35,NP,2021-11-05 04:29:46
356,Strezhevoy,60.7333,77.5889,30.18,overcast clouds,93,100,11.41,RU,2021-11-05 04:29:46
357,Christchurch,-43.5333,172.6333,60.94,broken clouds,63,75,5.99,NZ,2021-11-05 04:29:47
358,Hayden,47.766,-116.7866,50.56,moderate rain,89,90,9.22,US,2021-11-05 04:29:47
359,Shurob,40.0491,70.5489,32.27,overcast clouds,73,99,3.13,TJ,2021-11-05 04:29:47
360,Leningradskiy,69.3833,178.4167,-7.33,overcast clouds,94,89,5.37,RU,2021-11-05 04:29:48
361,Gongzhuling,43.5008,124.8198,60.46,clear sky,48,0,12.77,CN,2021-11-05 04:29:48
362,Tecoanapa,16.5167,-98.75,78.33,overcast clouds,82,100,2.01,MX,2021-11-05 04:29:49
363,Muisne,0.6,-80.0333,74.77,overcast clouds,87,100,5.21,EC,2021-11-05 04:29:49
364,Hamilton,39.1834,-84.5333,37.78,clear sky,81,1,0.0,US,2021-11-05 04:29:50
365,Yulara,-25.2406,130.9889,93.04,overcast clouds,26,100,18.41,AU,2021-11-05 04:29:50
366,Oktyabrskoye,43.0645,44.7417,46.54,fog,100,35,2.24,RU,2021-11-05 04:29:50
367,Marzuq,14.4,46.4667,72.37,clear sky,23,2,2.98,YE,2021-11-05 04:30:51
368,Pak Phanang,8.3511,100.202,88.41,light rain,81,99,7.52,TH,2021-11-05 04:30:52
369,Broome,42.2506,-75.833,33.53,clear sky,76,1,3.0,US,2021-11-05 04:30:52
370,Blora,-6.9698,111.4186,89.28,light rain,55,100,3.27,ID,2021-11-05 04:30:52
371,Fukue,32.6881,128.8419,68.36,clear sky,49,0,8.05,JP,2021-11-05 04:30:53
372,Leo,11.1,-2.1,75.24,clear sky,42,3,4.32,BF,2021-11-05 04:30:53
373,Massakory,12.996,15.7293,78.96,broken clouds,18,56,8.05,TD,2021-11-05 04:30:54
374,Hokitika,-42.7167,170.9667,60.04,clear sky,68,1,5.79,NZ,2021-11-05 04:30:54
375,Dale,38.1689,-86.99,36.46,clear sky,93,1,0.0,US,2021-11-05 04:30:55
376,Aksha,50.2814,113.2867,13.62,overcast clouds,35,100,15.23,RU,2021-11-05 04:30:55
377,Birjand,32.8663,59.2211,50.47,clear sky,62,0,11.5,IR,2021-11-05 04:30:55
378,Jasper,37.2001,-94.3502,46.02,broken clouds,77,75,5.75,US,2021-11-05 04:30:56
379,Les Cayes,18.2,-73.75,77.13,clear sky,83,7,3.06,HT,2021-11-05 04:30:56
380,Colquechaca,-18.6667,-66.0167,38.23,overcast clouds,58,99,3.89,BO,2021-11-05 04:30:57
381,Corpus Christi,27.8006,-97.3964,57.6,overcast clouds,81,90,4.0,US,2021-11-05 04:28:40
382,Nha Trang,12.25,109.1833,86.0,scattered clouds,68,48,6.35,VN,2021-11-05 04:26:54
383,Ilulissat,69.2167,-51.1,26.62,light snow,86,90,8.05,GL,2021-11-05 04:30:58
384,Bafoulabe,13.8065,-10.8321,79.77,broken clouds,64,52,3.47,ML,2021-11-05 04:30:58
385,Tabuk,17.4189,121.4443,86.32,clear sky,62,7,6.38,PH,2021-11-05 04:30:59
386,Perbaungan,3.5679,98.956,91.18,light rain,69,95,8.66,ID,2021-11-05 04:30:59
387,Diamantino,-14.4086,-56.4461,73.44,overcast clouds,90,100,3.56,BR,2021-11-05 04:30:59
388,Kretinga,55.8758,21.2508,44.35,broken clouds,93,75,13.8,LT,2021-11-05 04:31:00
389,Conakry,9.538,-13.6773,72.36,broken clouds,78,73,1.34,GN,2021-11-05 04:31:00
390,Senanga,-16.1167,23.2667,74.37,overcast clouds,58,96,5.26,ZM,2021-11-05 04:31:01
391,Esmeraldas,-19.7625,-44.3139,74.26,clear sky,89,3,3.58,BR,2021-11-05 04:27:28
392,Nanortalik,60.1432,-45.2371,31.78,overcast clouds,92,98,2.62,GL,2021-11-05 04:31:02
393,Grand-Santi,4.25,-54.3833,71.01,clear sky,97,2,2.13,GF,2021-11-05 04:31:03
394,Nagykanizsa,46.4535,16.991,44.19,broken clouds,78,72,6.6,HU,2021-11-05 04:31:03
395,Kvarkeno,52.0833,59.725,25.84,broken clouds,36,58,12.39,RU,2021-11-05 04:31:04
396,Great Yarmouth,52.6083,1.7305,43.95,overcast clouds,79,92,15.95,GB,2021-11-05 04:31:04
397,Codrington,-38.2667,141.9667,73.71,few clouds,57,18,5.48,AU,2021-11-05 04:31:05
398,Salalah,17.0151,54.0924,77.09,few clouds,78,20,3.44,OM,2021-11-05 04:31:06
399,Wajima,37.4,136.9,59.68,scattered clouds,77,40,4.61,JP,2021-11-05 04:31:06
400,Wichita Falls,33.9137,-98.4934,46.26,clear sky,93,1,6.91,US,2021-11-05 04:30:07
401,Cayenne,4.9333,-52.3333,81.09,few clouds,82,20,3.0,GF,2021-11-05 04:30:05
402,Lazaro Cardenas,17.9583,-102.2,76.77,overcast clouds,87,97,3.67,MX,2021-11-05 04:31:07
403,Port Lincoln,-34.7333,135.8667,70.99,light rain,51,72,11.36,AU,2021-11-05 04:31:08
404,Oga,46.4631,10.347,25.48,broken clouds,95,56,3.78,IT,2021-11-05 04:31:08
405,Belmonte,-15.8631,-38.8828,75.7,overcast clouds,95,100,3.58,BR,2021-11-05 04:31:09
406,Pirgos,35.1167,25.7178,70.93,broken clouds,65,78,3.15,GR,2021-11-05 04:31:09
407,Gamba,-2.65,10.0,76.39,overcast clouds,89,99,6.22,GA,2021-11-05 04:31:10
408,Aktau,43.65,51.2,28.98,overcast clouds,27,99,21.07,KZ,2021-11-05 04:31:10
409,Weihe,32.9952,105.3247,56.14,overcast clouds,77,98,5.48,CN,2021-11-05 04:31:11
410,Tessalit,20.1986,1.0114,76.44,clear sky,16,0,3.78,ML,2021-11-05 04:31:11
411,Alyangula,-13.8483,136.4192,87.67,overcast clouds,66,90,4.61,AU,2021-11-05 04:31:11
412,La Asuncion,11.0333,-63.8628,89.33,clear sky,86,5,0.0,VE,2021-11-05 04:31:12
413,Flinders,-34.5833,150.8552,71.2,overcast clouds,86,100,6.85,AU,2021-11-05 04:31:12
414,Batagay,67.6333,134.6333,0.68,broken clouds,95,83,4.25,RU,2021-11-05 04:32:13
415,Churapcha,62.0025,132.4325,22.95,overcast clouds,90,100,6.33,RU,2021-11-05 04:32:13
416,Severodvinsk,64.5635,39.8302,44.71,overcast clouds,92,100,11.7,RU,2021-11-05 04:31:20
417,Asekeyevo,53.5742,52.7972,33.21,overcast clouds,39,100,13.42,RU,2021-11-05 04:32:14
418,Belle Fourche,44.6714,-103.8522,66.54,overcast clouds,44,96,6.44,US,2021-11-05 04:32:14
419,Orocue,4.7912,-71.3354,74.97,broken clouds,89,58,5.77,CO,2021-11-05 04:32:15
420,Tulum,20.2167,-87.4667,75.25,overcast clouds,93,100,1.68,MX,2021-11-05 04:32:15
421,Peniche,39.3558,-9.3811,54.63,clear sky,83,0,17.76,PT,2021-11-05 04:32:16
422,Tahe,52.3333,124.7333,29.61,overcast clouds,31,100,9.42,CN,2021-11-05 04:32:16
423,Poum,-20.2333,164.0167,73.42,broken clouds,72,62,10.42,NC,2021-11-05 04:32:17
424,Ontario,34.0633,-117.6509,75.04,haze,62,1,3.44,US,2021-11-05 04:30:47
425,Samarai,-10.6167,150.6667,83.07,few clouds,73,11,10.13,PG,2021-11-05 04:32:17
426,Bonthe,7.5264,-12.505,77.43,light rain,85,74,0.27,SL,2021-11-05 04:32:18
427,Lubango,-14.9172,13.4925,66.13,overcast clouds,42,90,3.06,AO,2021-11-05 04:32:18
428,Kitgum,3.2783,32.8867,70.02,scattered clouds,81,42,0.69,UG,2021-11-05 04:32:19
429,Hobyo,5.3505,48.5268,80.94,scattered clouds,69,45,3.67,SO,2021-11-05 04:32:19
430,Vostok,46.4856,135.8833,45.84,clear sky,49,6,5.99,RU,2021-11-05 04:32:20
431,Rjukan,59.8789,8.5941,40.05,broken clouds,80,70,6.71,NO,2021-11-05 04:32:20
432,Tautira,-17.7333,-149.15,82.42,light rain,77,27,12.55,PF,2021-11-05 04:32:20
433,Pathein,16.7833,94.7333,86.95,overcast clouds,66,100,1.21,MM,2021-11-05 04:32:21
434,Okha,53.5739,142.9478,38.44,scattered clouds,73,47,4.23,RU,2021-11-05 04:32:21
435,Muroto,33.2833,134.15,71.64,clear sky,51,3,1.54,JP,2021-11-05 04:32:22
436,Northam,51.0333,-4.2167,46.56,overcast clouds,76,100,9.26,GB,2021-11-05 04:32:22
437,Bridgend,51.5058,-3.5772,46.99,scattered clouds,86,39,2.98,GB,2021-11-05 04:32:23
438,Toyooka,35.5333,134.8333,66.31,broken clouds,72,75,5.75,JP,2021-11-05 04:32:23
439,Abu Dhabi,24.4667,54.3667,77.02,haze,88,0,4.61,AE,2021-11-05 04:31:58
440,Kostomuksha,64.571,30.5767,41.49,overcast clouds,93,97,8.93,RU,2021-11-05 04:32:24
441,Los Altos,37.3852,-122.1141,58.98,clear sky,84,1,1.99,US,2021-11-05 04:31:35
442,Zinder,13.8072,8.9881,78.12,clear sky,17,3,10.25,NE,2021-11-05 04:32:25
443,Maltahohe,-24.8333,16.9833,66.07,broken clouds,18,54,9.19,NA,2021-11-05 04:32:25
444,Nelson Bay,-32.7167,152.15,71.65,light rain,70,95,3.0,AU,2021-11-05 04:28:38
445,Udachnyy,66.4167,112.4,8.17,overcast clouds,85,89,26.24,RU,2021-11-05 04:32:26
446,Binga,-17.6203,27.3414,83.25,broken clouds,43,68,6.67,ZW,2021-11-05 04:32:26
447,San Jose,37.3394,-121.895,59.25,clear sky,83,1,0.0,US,2021-11-05 04:30:11
448,Saint-Joseph,-21.3667,55.6167,80.47,clear sky,69,4,0.85,RE,2021-11-05 04:32:27
449,Zalantun,48.0,122.7167,39.09,overcast clouds,38,100,19.57,CN,2021-11-05 04:32:28
450,Kokopo,-4.352,152.2633,84.52,overcast clouds,62,95,7.05,PG,2021-11-05 04:32:28
451,Hofgeismar,51.4833,9.4,46.22,overcast clouds,95,100,5.55,DE,2021-11-05 04:32:29
452,Pafos,34.7667,32.4167,62.38,clear sky,59,0,9.22,CY,2021-11-05 04:32:29
